UUID,UGID,Game Name,Rating
f2ec989e-4f13-4aa4-8a08-bdf776a5e79e,2adfe15b-f5a3-4cd1-811e-9b529d43de0b,BioShock Remastered,10
f53d6724-b144-4143-999e-1f02570c7dcb,2adfe15b-f5a3-4cd1-811e-9b529d43de0b,BioShock Remastered,4
f69c8fdc-f78b-4558-b638-afb0898c03df,2adfe15b-f5a3-4cd1-811e-9b529d43de0b,BioShock Remastered,1
f8613d35-cece-4f64-b746-68314aebe395,2adfe15b-f5a3-4cd1-811e-9b529d43de0b,BioShock Remastered,6
f9f0e152-c4cf-4ffd-837d-b1882b92592e,2adfe15b-f5a3-4cd1-811e-9b529d43de0b,BioShock Remastered,7
f9f84b7d-1299-4b8d-9b4c-6f26745e558c,2adfe15b-f5a3-4cd1-811e-9b529d43de0b,BioShock Remastered,5
fbafa107-1a9d-47d5-b2cd-ea5babb7cbda,2adfe15b-f5a3-4cd1-811e-9b529d43de0b,BioShock Remastered,5
fc35361f-2bbc-4e9d-b191-98f4686933f8,2adfe15b-f5a3-4cd1-811e-9b529d43de0b,BioShock Remastered,2
fe3c8600-c134-4a51-bd2a-556704322b9e,2adfe15b-f5a3-4cd1-811e-9b529d43de0b,BioShock Remastered,4
ff73da37-0e53-4d62-bcb3-87a909618a8b,2adfe15b-f5a3-4cd1-811e-9b529d43de0b,BioShock Remastered,10
bb58be86-8475-4436-9249-17c30ad99035,c6e9aeba-2b1b-41b8-95f4-d34b3a4d5108,BioShock: 10th Anniversary Edition,1
fe8e0192-c861-4c4a-8b21-5345ddfa1d30,c6e9aeba-2b1b-41b8-95f4-d34b3a4d5108,BioShock: 10th Anniversary Edition,1
061a577f-022f-4720-a257-1580c989ff20,9cf3f153-65d0-4f13-8161-7100ec17e82f,BioShock: The Collection,2
8505608b-8486-4ce1-ac03-ae621585fa96,9cf3f153-65d0-4f13-8161-7100ec17e82f,BioShock: The Collection,3
66568b56-0294-4ee9-8e45-13d18b7ee44b,6d2b51ac-518d-4fe4-afc5-681052ed67b4,Biped,1
ed289ec7-f898-4d29-a6c1-1b7f4fa9ecd9,6d2b51ac-518d-4fe4-afc5-681052ed67b4,Biped,5
7ee4185c-c663-4443-9772-a7c62043d94c,551d44bf-914a-4fd0-84b3-171f1bb5df68,Bird Game +,10
8fe167e6-5b80-4910-8ab0-1042d1940619,551d44bf-914a-4fd0-84b3-171f1bb5df68,Bird Game +,6
3832a698-cae1-47dd-8e52-bbadebf42135,e021248d-3670-468e-a907-87e47de1de17,Birdcakes,7
f1f0d727-8272-4acc-8dee-c5ddb3a0341c,e021248d-3670-468e-a907-87e47de1de17,Birdcakes,7
086c9488-ca3a-4c9e-b132-bf28cecc3964,ba128d58-1cb8-4c47-9342-171fb2c967a5,Birthday of Midnight,4
ca3a7471-a1cc-4073-be7e-3e53da78b2b1,ba128d58-1cb8-4c47-9342-171fb2c967a5,Birthday of Midnight,1
56e61ea5-25df-4657-8b3c-b68b9449d76e,abf0a7c1-6328-4ce7-931b-dbab58dff33b,Birthdays the Beginning,10
a13b7fbc-3a85-4b81-8d4f-8e5f75bd04d9,abf0a7c1-6328-4ce7-931b-dbab58dff33b,Birthdays the Beginning,2
58239af1-67be-4b94-a423-06870b10a864,599388ae-ac05-46de-b832-b3f0ae53b0e3,Bishoujo Battle Cyber Panic!,6
eba3c8d0-f249-4fe4-8482-49b24b76d221,599388ae-ac05-46de-b832-b3f0ae53b0e3,Bishoujo Battle Cyber Panic!,10
00b6b23f-95cc-454d-bcee-23b16c0f7bd9,d83568c3-074b-4ed0-b1ef-b39971424431,Bit Dungeon+,5
3f07adad-60f8-49fe-b276-4129f535418a,d83568c3-074b-4ed0-b1ef-b39971424431,Bit Dungeon+,10
643c274f-58ee-4380-a794-984281f148cc,e5ede9dd-007b-4d0b-9442-3d8c866a0db1,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,5
a73f6b35-ee4b-47f2-bb82-f9612da3bc18,e5ede9dd-007b-4d0b-9442-3d8c866a0db1,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,4
054eb06c-fcd1-4caa-b6ee-1a29009bed2b,0ab42074-b0d5-4405-a338-09d57ff02b67,Bite the Bullet,8
a8f7a2a1-d8a0-4f61-89ff-61f42834b9c1,0ab42074-b0d5-4405-a338-09d57ff02b67,Bite the Bullet,9
95188a8a-43f7-4b18-9fe6-e6f216ab0fad,b92543bf-08d8-4c9b-9bb0-1861d6e41e71,Black & White Bushido,7
c24bef88-396a-465f-8ce7-7a5f4fc78dae,b92543bf-08d8-4c9b-9bb0-1861d6e41e71,Black & White Bushido,4
495bbaa2-91db-4f27-82d3-ea6a70cad0d5,1cc8344e-28cf-4bb8-9ecd-519678de3b23,Black Clover: Quartet Knights,5
eab0b5e8-b727-4e65-a1e7-84a0d276a445,1cc8344e-28cf-4bb8-9ecd-519678de3b23,Black Clover: Quartet Knights,5
0474de5d-8802-4a0f-9fc0-cd8f2ee41116,15da0e05-b1a4-4a84-bdcf-5531a8a5c638,Black Desert,3
17bd671f-5a20-48cf-acc6-caeb59dc44ab,15da0e05-b1a4-4a84-bdcf-5531a8a5c638,Black Desert,6
46049ee5-b787-48a5-9cec-3adfd1261258,caad58c5-fbea-4484-b668-da67c79c79d8,Black Hat Cooperative,4
5bbe80a7-7600-4b36-b1b4-01db69377e62,caad58c5-fbea-4484-b668-da67c79c79d8,Black Hat Cooperative,4
2242bb79-c8ab-4ceb-a52f-d2ab2985a763,6e5030c3-686d-4734-b02a-3595b4e0927a,Black Legend,4
2d9d15cb-055d-4cd7-a6a0-394f14aeba53,6e5030c3-686d-4734-b02a-3595b4e0927a,Black Legend,3
75a0030b-b9c9-4b72-a357-9efb70d22d64,524ea451-4245-48ca-9cd2-1892ee22c07c,Black Mirror,10
e9d1628a-73d4-4c66-ae16-21d313295b9c,524ea451-4245-48ca-9cd2-1892ee22c07c,Black Mirror,8
10976691-0ecd-4db6-b5bd-ed2d906cc4c3,b63d19dc-78ec-45a7-a991-272daed7bc6f,Black Paradox,8
a3fedbca-9579-4382-97aa-c383757c83f2,b63d19dc-78ec-45a7-a991-272daed7bc6f,Black Paradox,9
03134db0-5915-4443-b129-e46aef2ad420,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,7
10f45f18-4e02-48a2-b5ab-6b605fc79b1d,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,1
193ce424-f3f5-45b5-b6f3-e1bcf9a99624,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,5
1e77d2c6-1056-48c1-8588-420ffafb11cb,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,9
2269d08f-ed3d-42e8-83c9-fd824f18de94,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,5
22edfee7-dc91-47fb-b6d4-027a0b047ca7,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,4
23cac1b6-2bf8-40b9-aa9e-77ee05f6a468,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,9
2857815a-3e61-4d8b-ad4a-73ac7b4f81c8,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,8
39b9cac0-eb4c-4b11-91d6-49b8490defb6,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,8
3bc01557-ae3b-401d-a357-8c980add82d8,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,1
40764e30-b5df-4ac3-a3fc-9b143d2329bb,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,10
41055599-7050-4ae6-83e3-300335bc120e,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,7
43890fbb-4356-4633-8694-a50384401bc7,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,4
45fa692a-d05f-4da1-a1da-ef948db963a4,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,5
53dbecb5-c5fa-4856-ae8b-9cb768e649c9,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,10
589310fa-557f-4218-80d5-3e674f71f8f4,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,9
63a7fc61-092b-4e4e-9ddc-510cb274a838,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,9
6eb59e74-1357-4fc0-8f23-f05ffe983630,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,4
74e41dee-43bd-4d24-a94a-f18bcec37468,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,7
7a90ee0c-c06d-44e8-b740-5d0c3ffdd55f,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,8
81838e5e-8101-4051-9114-b286eaa1d1bf,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,10
83792cb4-c539-4e51-ad55-6228c7167b22,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,5
83daa041-3c8c-4635-81cf-c74c9332b680,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,2
84cff307-34ac-4b33-b1e1-af81fa06f173,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,4
850674c7-799d-42e5-9050-1d94987921eb,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,2
86291524-58e1-4372-b9a9-9e1ffc13c84d,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,3
8b2c8d8f-5359-490e-9066-3403954f7b95,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,10
945dfcdd-c7fa-4a7e-9cb7-be714df00889,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,6
9617265c-a11d-461a-aac9-c3f1aba0d80d,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,3
99e72fa1-df9d-4feb-921e-12bf9e17adce,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,9
a7c031e6-23cf-497d-84dd-e5bf0ddbba87,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,4
aa2439ed-9608-4994-9a72-5b35c22ba8d5,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,7
ad06a1b0-0e07-42c4-bff2-1346304a3ef1,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,6
ae4a473b-7b5f-4dd5-9f12-8d68893df239,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,10
b991f543-b018-4c61-9ebe-ab7927933e80,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,8
bcd71dff-d869-4255-aeae-c4fa34b39cfd,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,8
bd470865-09a6-4e6b-87f8-fdfe2783ca90,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,4
c2bb024f-fb05-4972-96b3-b713abcab8ab,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,4
cbbc94d1-bb94-4ed0-a792-0f91e00e7332,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,6
cc3fc086-d12d-4eb9-acee-1be4858d9616,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,2
d7017b1c-1369-47c2-b8bc-547a171c31d3,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,4
de92f78c-7b01-4880-8a78-c200a6da779b,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,6
df08471d-6f01-495f-a7c8-eccea0fb1759,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,1
e703f45b-6523-4c99-8566-3ce7775cb73e,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,8
e741c1b9-610b-41de-80bf-32d23a259563,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,6
f11d63f3-54fc-4f73-a8f7-3cf8ea71bee1,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,5
f2ec989e-4f13-4aa4-8a08-bdf776a5e79e,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,8
f3cd00d9-9e4a-4947-a7b6-45e68ec47b24,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,9
f4229e0d-e419-4a8d-acbc-caf19472b52b,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,10
f6820440-f979-4a73-9ab1-b222e23e041b,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,9
f91e0566-3f4d-416a-8b18-30561654cfb7,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,10
fc35361f-2bbc-4e9d-b191-98f4686933f8,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,2
ff73da37-0e53-4d62-bcb3-87a909618a8b,a3f41c08-f73d-4245-b8cc-1a096a5aa9e1,Black The Fall,6
7453ddb8-0876-4854-a9e1-78117dd8d3e9,16a803f1-5677-4a82-9b2a-f54f33798f6a,Blackguards 2,6
d49382a4-76fc-4e00-adeb-d9843ccab911,16a803f1-5677-4a82-9b2a-f54f33798f6a,Blackguards 2,10
5f03c96b-1403-4061-b52a-535ba8f75035,c7a3bf58-eb43-4fe1-81c0-4dff06e97ce8,BLACKHOLE: Complete Edition,2
a661c195-587c-4580-a41d-81f505ccad0f,c7a3bf58-eb43-4fe1-81c0-4dff06e97ce8,BLACKHOLE: Complete Edition,9
06f52ce5-488f-45b4-a437-e94d70c8aac4,2f389509-80dc-4c39-ad1a-ee6414f81766,Blacklight: Retribution,1
c9fe475b-8389-42c5-8c61-29be3a4db0be,2f389509-80dc-4c39-ad1a-ee6414f81766,Blacklight: Retribution,5
2ad9e9c2-bdaf-4238-b9ff-ffa952e4c82e,3c25ac3d-93d4-41ff-a74b-ab8e34dbe4d1,Blacksad: Under the Skin,7
bf309889-0c61-487a-a4b6-db314706d032,3c25ac3d-93d4-41ff-a74b-ab8e34dbe4d1,Blacksad: Under the Skin,5
78806ae8-90ba-4a90-a0cb-be3fb94838c3,8adf8a09-81dc-4d20-aa8c-732fa3cb7c48,Blacksea Odyssey,2
8bd0fc57-cefa-4d04-ae95-d187bcb70733,8adf8a09-81dc-4d20-aa8c-732fa3cb7c48,Blacksea Odyssey,1
63821100-cad7-448e-bc7b-a74da7480a5e,7f8dead4-72b4-44b6-82f5-fab231f13194,Blacksmith of the Sand Kingdom,5
7159baf5-c7d1-4fcb-8f03-89f93b597947,7f8dead4-72b4-44b6-82f5-fab231f13194,Blacksmith of the Sand Kingdom,7
71dde4d1-62cc-4178-9b38-7cf5ff964c50,56a1720d-8858-485b-89c1-33070170e4b6,Blackwood Crossing,1
a432d46d-9b2c-4acf-add6-f386783608bd,56a1720d-8858-485b-89c1-33070170e4b6,Blackwood Crossing,8
5e9c50f8-72c0-40d2-a89e-20237a5343da,b74cb28e-f2ac-4e41-bb1b-dc85a852d37c,Blade & Bones,4
db530a97-cf56-4360-b653-eb48b79600e2,b74cb28e-f2ac-4e41-bb1b-dc85a852d37c,Blade & Bones,8
2c4d015d-46a8-41c0-8cdd-ead61bdfdb79,a014d898-5733-47de-b281-d2f2c0a5a896,Blade Ballet,9
9b46e277-0b74-4cfd-bea6-2b01b61c1a51,a014d898-5733-47de-b281-d2f2c0a5a896,Blade Ballet,2
9ef94f96-5e19-4abc-bed3-d6fee5218555,bfa2ea35-ace2-48b1-bb8b-238fe6933251,Blade Strangers,9
c869c6cd-43fb-4251-aa0e-8b2cf8a4fa90,bfa2ea35-ace2-48b1-bb8b-238fe6933251,Blade Strangers,10
6eaa46ee-ad03-4b13-9028-dcc959f40595,7b230f30-ea3a-446b-a28a-2f4418b60a02,Bladed Fury,10
ff4fe4f0-3df2-4c30-9fe3-518782df1826,7b230f30-ea3a-446b-a28a-2f4418b60a02,Bladed Fury,6
395241fd-d5f4-422c-9d8b-1776f728e96d,3b1dead9-5394-49c3-af1e-77c6078ead25,Bladestorm: Nightmare,1
7f0fccbf-8548-43e1-a52f-55755a50d535,3b1dead9-5394-49c3-af1e-77c6078ead25,Bladestorm: Nightmare,5
76e85f18-57aa-477e-9ce5-310650ba9e10,85c6084b-9761-4b09-bedb-b2a439d0af24,Blair Witch,8
e882927c-c189-4e3a-9261-d3d4707ad746,85c6084b-9761-4b09-bedb-b2a439d0af24,Blair Witch,4
81eff3ad-a0c1-46ab-a759-cb6a88447db4,4b4e82ad-c82a-4a3a-89cc-622a50459dfc,Blasphemous,2
ffe5ff46-002f-4e37-af36-ffbcf33c88d2,4b4e82ad-c82a-4a3a-89cc-622a50459dfc,Blasphemous,6
e1dde1fa-a5e6-4b2f-b90d-9505edea46e9,90e8eb8d-8de0-4d7e-825b-84e94efa7fc5,Blast Brawl 2,5
ee7f354a-73b0-4531-b59c-21df699f6ccf,90e8eb8d-8de0-4d7e-825b-84e94efa7fc5,Blast Brawl 2,1
1f8caa82-a8d7-47cb-ac9e-8f52f17a15d0,45b20769-eb80-4fe5-b580-8e44d580bc07,Blast 'Em Bunnies,7
2088819d-bbe5-40a4-812f-16b6ef6d902f,45b20769-eb80-4fe5-b580-8e44d580bc07,Blast 'Em Bunnies,9
0636914e-e4c7-4477-95e9-c0aaa89a89cd,c461459d-03b4-4ff6-ae04-42a9c70cd068,Blast Zone! Tournament,6
63353f7a-9754-4d63-9435-59404ba9adbb,c461459d-03b4-4ff6-ae04-42a9c70cd068,Blast Zone! Tournament,3
04dfc831-9504-4dbc-a43f-c6852b6b7871,3098c68b-6694-4942-a023-df607333f7ee,Blaster Master Zero,1
51923440-931f-4b5a-9678-bb1e2acfc0b6,3098c68b-6694-4942-a023-df607333f7ee,Blaster Master Zero,2
088e2c51-0c45-4afc-877e-1fb25e340bb0,831babaf-2a89-40f8-add3-b1be777c8692,Blaster Master Zero II,4
c8144ca0-e34b-4873-af64-188695d20b20,831babaf-2a89-40f8-add3-b1be777c8692,Blaster Master Zero II,4
cff71195-12e4-48e2-9079-118c9f6e3bcf,2285a9c9-1984-4eda-9bf8-d9473868f1d5,Blaster Master Zero II: Kanna Raising Simulator,9
e3ed87ed-71c1-4eba-9a1d-d7d4f302444c,2285a9c9-1984-4eda-9bf8-d9473868f1d5,Blaster Master Zero II: Kanna Raising Simulator,4
7dfef2aa-5b9e-4e44-b6f8-d3a8958c32d3,10a57a4f-aec7-4c25-b028-a8c0a5e84382,Blaster Master Zero III,3
9f706779-e58c-47b6-9a97-e5347f67a1ee,10a57a4f-aec7-4c25-b028-a8c0a5e84382,Blaster Master Zero III,2
bdbf099f-2f5d-4b1b-8c08-007766d69b8f,32be8446-2a51-4f71-8192-425337792710,Blasters of the Universe,1
c9a4e892-2a87-4938-8587-5dbb4dd2ee51,32be8446-2a51-4f71-8192-425337792710,Blasters of the Universe,7
bb4ad01b-3c5d-48bc-b927-e03607232b83,4fc774d3-e6ae-4c38-8590-0f79b134d7e3,Blastful,6
c7b81819-41ac-44e4-ba16-eca9cd0aa440,4fc774d3-e6ae-4c38-8590-0f79b134d7e3,Blastful,6
4e883f1c-6700-4cd2-a469-6b0fc6bb6075,26ac9378-14b3-4cb9-9462-b47f0dd34e92,Blasting Agent: Ultimate Edition,9
58c5ee8f-0f9f-4b5a-8e90-eba340d3cd00,26ac9378-14b3-4cb9-9462-b47f0dd34e92,Blasting Agent: Ultimate Edition,6
04bbd32d-14ec-456e-b7f7-a14e4c98da34,bcd856aa-98cf-4e0e-a4e9-3995cdbe3697,BlazBlue Cross Tag Battle - Naoto Kurogane  Teddie  Seth  Heart,7
2409ec96-3aa2-47e9-ae84-dd717a019959,bcd856aa-98cf-4e0e-a4e9-3995cdbe3697,BlazBlue Cross Tag Battle - Naoto Kurogane  Teddie  Seth  Heart,6
0ce946be-67d1-409e-be4b-4a37c316ba61,061f301b-4ebd-45d9-adea-471ecddc0e45,BlazBlue: Central Fiction,5
8a8274cf-df02-4771-8a94-da05ede0b0e7,061f301b-4ebd-45d9-adea-471ecddc0e45,BlazBlue: Central Fiction,2
8a12818e-4beb-4150-8c2a-a4668566ac21,b68401f0-54d6-4352-84af-c67bfd799832,BlazBlue: Central Fiction - Additional Playable Character Es,3
ccb0fc3b-06d8-4492-8207-f341e9d7cd17,b68401f0-54d6-4352-84af-c67bfd799832,BlazBlue: Central Fiction - Additional Playable Character Es,10
6882ac7a-af2b-4930-b485-c1fc3506b6ed,18265a9c-cd87-47d4-a633-9ed30f0da0b7,BlazBlue: Central Fiction - Additional Playable Character Jubei,10
90cc5815-2dde-458b-b852-357495d04111,18265a9c-cd87-47d4-a633-9ed30f0da0b7,BlazBlue: Central Fiction - Additional Playable Character Jubei,5
40ff4b63-8615-42e1-a3f3-bd899db5f3f3,75249eda-c1ed-48cb-b453-19502699bbc4,BlazBlue: Central Fiction - Additional Playable Character Mai Natsume,9
e703f45b-6523-4c99-8566-3ce7775cb73e,75249eda-c1ed-48cb-b453-19502699bbc4,BlazBlue: Central Fiction - Additional Playable Character Mai Natsume,5
616608fc-f06a-49a1-8875-7f2d8f9d67e9,8034ab96-7a6a-4811-b745-af594899b6d8,BlazBlue: Central Fiction - Additional Playable Character Susano'o,10
d03dbf20-bf8c-4018-b44b-a9bd3d69839c,8034ab96-7a6a-4811-b745-af594899b6d8,BlazBlue: Central Fiction - Additional Playable Character Susano'o,4
7c6d9b99-623e-4b12-9f7c-9d3a1f321ab8,174530f7-f908-4b43-a274-b65413e806b5,BlazBlue: Chrono Phantasma Extend,2
979cd68d-6b01-4c6b-9f26-8e8a1600ceff,174530f7-f908-4b43-a274-b65413e806b5,BlazBlue: Chrono Phantasma Extend,1
5b351dcd-64ae-468f-aeaa-6f61d5dd06fa,6e115dbb-1290-44b0-a0f4-b6f30f9c0722,BlazBlue: Cross Tag Battle,7
a51ed896-8914-437a-974b-c146c39b55ec,6e115dbb-1290-44b0-a0f4-b6f30f9c0722,BlazBlue: Cross Tag Battle,8
30c8b90e-b98c-44c3-8280-aa8264ae4024,c085ab45-c1f9-4caf-9402-1a49f9a076b9,BlazBlue: Cross Tag Battle - Blake,4
e6bd8154-4c77-4512-b9dc-4e5e01bb10d5,c085ab45-c1f9-4caf-9402-1a49f9a076b9,BlazBlue: Cross Tag Battle - Blake,3
15b47ed3-46fe-45eb-9641-9c8e049f174e,dd0e29c6-2db5-4f92-9508-c4c22575f972,BlazBlue: Cross Tag Battle - Hakumen  Naoto Shirogane  and Vatista,9
9a5b6bea-214b-4091-9caf-a22e263cb0e6,dd0e29c6-2db5-4f92-9508-c4c22575f972,BlazBlue: Cross Tag Battle - Hakumen  Naoto Shirogane  and Vatista,10
3730178a-77dd-4c44-8ca6-390c70c3f6e5,504140a1-e780-4227-96a4-fb963b0769a0,BlazBlue: Cross Tag Battle - Izayoi  Mitsuru Kirijo  Merkava,9
8c7caecd-d501-4387-a90b-82ad09925996,504140a1-e780-4227-96a4-fb963b0769a0,BlazBlue: Cross Tag Battle - Izayoi  Mitsuru Kirijo  Merkava,5
243eb8ee-4938-4c78-b560-f1203e5aa84e,82dc62a3-8311-4fb4-8d90-577b55875305,BlazBlue: Cross Tag Battle - Jubei  Aigis  and Carmine,1
d8a3842f-71f2-435c-8810-8a1c1ddc419d,82dc62a3-8311-4fb4-8d90-577b55875305,BlazBlue: Cross Tag Battle - Jubei  Aigis  and Carmine,7
6ef5423d-b62f-403f-abe7-b8e5cdd6ebae,1994a6aa-ab61-4a45-8ec9-1361e8889557,BlazBlue: Cross Tag Battle - Nine The Phantom  Labrys  Mika,2
de08ba4d-4031-44d9-958f-a54eb1b6b84a,1994a6aa-ab61-4a45-8ec9-1361e8889557,BlazBlue: Cross Tag Battle - Nine The Phantom  Labrys  Mika,8
0ddd9cc4-9c69-4a42-a8a0-fc515695ddf9,5a5517eb-150e-47f9-94b9-b4c8a477cd78,BlazBlue: Cross Tag Battle - Platinum  Kanji  Orie,6
3cb3926a-e2ed-4bba-8d17-d55a7e629d55,5a5517eb-150e-47f9-94b9-b4c8a477cd78,BlazBlue: Cross Tag Battle - Platinum  Kanji  Orie,2
41ab16de-cf0b-4adc-978c-604d73ac31e4,eadcc8e6-eedd-4281-ab8e-ed70cbac6efe,BlazBlue: Cross Tag Battle - Special Edition,8
96aa43ff-075c-46b3-888e-fbc447970d72,eadcc8e6-eedd-4281-ab8e-ed70cbac6efe,BlazBlue: Cross Tag Battle - Special Edition,7
0c2aaf3e-18f7-47a6-938e-0e1dea0c247f,e69d62d3-a7a0-4994-adb7-903458f60221,BlazBlue: Cross Tag Battle - Ver 2.0 Expansion Pack,6
d401d9bb-22d9-436e-8a47-a3ec81a4be9b,e69d62d3-a7a0-4994-adb7-903458f60221,BlazBlue: Cross Tag Battle - Ver 2.0 Expansion Pack,7
523792fa-27d3-453b-b6b9-ac301a0407bd,57eabc07-4d70-41e2-b164-96f020227b85,BlazBlue: Cross Tag Battle - Yang Xiao Long,9
91e8214a-f27b-497f-be4e-0318d337288a,57eabc07-4d70-41e2-b164-96f020227b85,BlazBlue: Cross Tag Battle - Yang Xiao Long,9
b0e2dc28-f7c3-45d2-9348-a69e5a0d58f7,6afdc2f5-2bd6-4d33-9f07-527d5f2ac968,BlazeRush,8
df8d4313-f5df-4953-bd7c-efdda0938884,6afdc2f5-2bd6-4d33-9f07-527d5f2ac968,BlazeRush,1
3448a64a-02ad-4337-9d6e-fa90514e159d,c266da0a-9e1f-4a3d-a2bb-760c6ef6cee0,Blazing Chrome,7
9b05a74d-142b-469c-905a-bc2fd15c642b,c266da0a-9e1f-4a3d-a2bb-760c6ef6cee0,Blazing Chrome,5
a8d6a625-5e9b-498e-8767-22801dd97b39,904356ee-e1c3-47ae-a5b2-494071b0fa46,Bleed,7
cd9095a7-c1f0-4515-9bc5-1baf982be0f9,904356ee-e1c3-47ae-a5b2-494071b0fa46,Bleed,1
482851be-c752-4cc7-8ede-40dd3384519c,8871cadc-957b-44a1-9472-cabc20342b59,Bleed 2,2
ab9e5b26-7e6c-4203-b73c-1eb70da3cdad,8871cadc-957b-44a1-9472-cabc20342b59,Bleed 2,7
38e5c974-10a0-4ff9-8b8c-0e7c47f2cbb9,04e4cd7d-1b45-4ea3-ae24-3be31c9f0dd5,Bleep Bloop,9
65b9d58c-405d-488a-b521-3cc57d848320,04e4cd7d-1b45-4ea3-ae24-3be31c9f0dd5,Bleep Bloop,3
535f3ea4-56db-4ea5-b722-39ecf7cea061,75a4ba11-5694-4247-85bd-3c593ade9875,Bless Unleashed,4
6a87a1d0-ac51-40a9-ba3e-3fb8dda73f98,75a4ba11-5694-4247-85bd-3c593ade9875,Bless Unleashed,2
aad2a3c6-26a2-4de1-b576-abc7d697db5c,95c9409a-80f1-48cb-93fc-783216ecf4c5,Blind,3
fbb15aba-4dbb-4767-89cc-fb08231342be,95c9409a-80f1-48cb-93fc-783216ecf4c5,Blind,9
7c0180d3-6887-43b2-94ca-7f52409ab1d5,eda455f9-c511-40c7-88ad-1574231dd476,Blind Men,1
fc6dd24a-abbe-4b99-aa2d-d3a9f04f6e38,eda455f9-c511-40c7-88ad-1574231dd476,Blind Men,8
d95863a7-c323-4fc3-8172-198994a73cf2,5f9b2471-7a97-4843-8836-cf5e44b2eece,Blind Spot,10
da37244e-9047-4d59-b7ef-74c705e10987,5f9b2471-7a97-4843-8836-cf5e44b2eece,Blind Spot,5
1a2a0342-2524-429e-8550-6e7b238b7cd5,457d760b-3fdf-4a78-a5c0-19c8a8548310,Blindfold,7
8694b63a-8a85-4e33-a4e2-95369a205122,457d760b-3fdf-4a78-a5c0-19c8a8548310,Blindfold,4
